ECDS_UniqueID,Sort1,Sort2,Sort3,ECDS_Group1,ECDS_Group2,ECDS_Group3,ECDS_Description,ECDS_SearchTerms,SNOMED_Code,Flag_Injury,Flag_NotifiableDisease,Flag_Male,Flag_Female,Flag_Allergy,Flag_SDEC,Flag_ADS,Notes,ICD10_Mapping
UEC04DIA4166991000,41,66,99,Medical specialties,Metabolic,Fluid electrolyte or acid-base disorder (see free text),Fluid electrolyte or acid-base disorder (see free text),fluid electrolytes acid base inborn error metabolism,1860003,0,0,1,1,0,0,1,,E87.8
UEC04DIA4171111000,41,71,11,Medical specialties,Skin and soft tissues,Dermatitis : atopic / eczema,Dermatitis : atopic / eczema,eczema dermatitis red rash atopic atopy allergic allergy,43116000,0,0,1,1,1,0,1,,L20.9
UEC04DIA4171131000,41,71,13,Medical specialties,Skin and soft tissues,Dermatitis : contact,Dermatitis : contact,dermatitis contact dermatitis scaly red rash,40275004,0,0,1,1,1,0,1,,L25.9
UEC04DIA4171151000,41,71,15,Medical specialties,Skin and soft tissues,Dermatitis : seborrhoeic,Dermatitis : seborrhoeic,seborrheic dermatitis scaly,50563003,0,0,1,1,0,0,1,,L21.9
UEC04DIA4171211000,41,71,21,Medical specialties,Skin and soft tissues,Urticaria,Urticaria,uticaria itchy allergic allergy reaction red rash,126485001,0,0,1,1,1,0,1,,L50.9
UEC04DIA4171251000,41,71,25,Medical specialties,Skin and soft tissues,Rash : drug induced,Rash : drug induced,urticaria drug reaction allergy allergic red rash,89322006,1,0,1,1,1,0,1,,L50.0
UEC04DIA4171311000,41,71,31,Medical specialties,Skin and soft tissues,Psoriasis,Psoriasis,psoriasis red scaly rash,9014002,0,0,1,1,0,0,1,,L40.9
UEC04DIA4171411000,41,71,41,Medical specialties,Skin and soft tissues,Ingrowing nail of finger or toe,Ingrowing nail of finger or toe,ingrowing toenail nail,400097005,0,0,1,1,0,0,1,,L60.0
UEC04DIA4171431000,41,71,43,Medical specialties,Skin and soft tissues,Disease of nail,Disease of nail,ingrowing toenail nail,17790008,0,0,1,1,0,0,1,New code introduced July 2021,L60.9
UEC04DIA4171511000,41,71,51,Medical specialties,Skin and soft tissues,Sunburn,Sunburn,sunburn red rash,403194002,1,0,1,1,0,0,1,,L55.9
UEC04DIA4171531000,41,71,53,Medical specialties,Skin and soft tissues,Sun-damaged skin,Sun-damaged skin,solar keratosis skin,43982006,1,0,1,1,0,0,1,New code introduced July 2021,L55.9
UEC04DIA4171551000,41,71,55,Medical specialties,Skin and soft tissues,Bedsore / pressure sore,Bedsore / pressure sore,bedsore decubitus ulcer pressure sore injury,1163215007,1,0,1,1,0,0,1,Code introduced as replacement for inactivated code by SNOMED.,L89.9
UEC04DIA4171571000,41,71,57,Medical specialties,Skin and soft tissues,Melanocytic naevus,Melanocytic naevus,melanocytic nevus naevus melanoma,400096001,1,0,1,1,0,0,1,New code introduced July 2021,D22.9
UEC04DIA4171591000,41,71,59,Medical specialties,Skin and soft tissues,Heat rash,Heat rash,heat rash red rubra miliaria,72658003,0,0,1,1,0,0,1,,L74.0
UEC04DIA4171611000,41,71,61,Medical specialties,Skin and soft tissues,Sebaceous / pilar / epidermoid cyst,Sebaceous cyst,sebaceous cyst trichilemmal epidermoid,419603000,0,0,1,1,0,0,1,,L72.1
UEC04DIA4171621000,41,71,62,Medical specialties,Skin and soft tissues,Dermoid cyst,Dermoid cyst,dermoid cyst choristoma,419952004,0,0,1,1,0,0,1,New code introduced July 2021,K09.8
UEC04DIA4171631000,41,71,63,Medical specialties,Skin and soft tissues,Pilonidal cyst,Pilonidal cyst,pilonidal perianal abscess anal anus sacrum sacral,47639008,0,0,1,1,0,1,1,New code introduced July 2021,L05
UEC04DIA4171651000,41,71,65,Medical specialties,Skin and soft tissues,Lipoma,Lipoma,lipoma,93163002,0,0,1,1,0,0,1,New code introduced July 2021,L51.9
UEC04DIA4171711000,41,71,71,Medical specialties,Skin and soft tissues,Acne,Acne,acne vulgaris,11381005,0,0,1,1,0,0,1,New code introduced July 2021,L70.9
UEC04DIA4171731000,41,71,73,Medical specialties,Skin and soft tissues,Pityriasis rosea,Pityriasis rosea,pityriasis rosea red rash,77252004,0,0,1,1,0,0,1,,L42
UEC04DIA4171851000,41,71,85,Medical specialties,Skin and soft tissues,Erythema nodosum,Erythema nodosum,erythema nodosum TB red rash lump,32861005,0,0,1,1,0,0,1,,L52
UEC04DIA4171871000,41,71,87,Medical specialties,Skin and soft tissues,Erythema multiforme,Erythema multiforme,erythema multiforme red rash,36715001,0,0,1,1,0,0,1,,L51.9
UEC04DIA4171881000,41,71,88,Medical specialties,Skin and soft tissues,Pyogenic granuloma,Pyogenic granuloma,pyogenic granuloma,200722003,0,0,1,1,0,0,1,,L98.0
UEC04DIA4171911000,41,71,91,Medical specialties,Skin and soft tissues,Bullous skin disease,Bullous skin disease,pemphigus pemphigoid bullous cyst blister,7231009,0,0,1,1,0,0,1,New code introduced July 2021,L13.9
UEC04DIA4175111000,41,75,11,Medical specialties,Allergy,Hayfever,Hayfever,hayfever atopic,367498001,0,0,1,1,1,0,1,,J30.1
UEC04DIA4175211000,41,75,21,Medical specialties,Allergy,Anaphylaxis,Anaphylaxis,anaphylaxis,39579001,0,0,1,1,1,0,1,,T78.2
UEC04DIA4175311000,41,75,31,Medical specialties,Allergy,ACEI related angioedema,ACEI related angioedema,angioedema angiotensin converting enzyme inhibitor ace acei,403607004,1,0,1,1,1,0,1,,T88.7
UEC04DIA4175511000,41,75,51,Medical specialties,Allergy,Angio-oedema : hereditary C1 esterase inhibitor deficiency,Angio-oedema : hereditary C1 esterase inhibitor deficiency,angio-oedema angioneurotic oedema C1 esterase inhibitor,41291007,0,0,1,1,1,0,1,,T78.3
UEC04DIA4175611000,41,75,61,Medical specialties,Allergy,Angio-oedema : acquired C1 esterase inhibitor deficiency,Angio-oedema : acquired C1 esterase inhibitor deficiency,angioedema angiotensin converting enzyme inhibitor ace acei,241955009,0,0,1,1,1,0,1,,D84.1
UEC04DIA4175711000,41,75,71,Medical specialties,Allergy,Scombroid toxin [ND],Scombroid toxin [ND],scombroid scombrotoxin food fish shellfish poisoning,83227006,1,1,1,1,0,0,0,,T61.1
UEC04DIA4175811000,41,75,81,Medical specialties,Allergy,Stevens-Johnson syndrome,Stevens-Johnson syndrome,Stevens-Johnson syndrome,73442001,1,0,1,1,0,0,0,New code introduced July 2021,L51.1
UEC04DIA4175891000,41,75,89,Medical specialties,Allergy,Immunodeficiency,Immunodeficiency,immunodeficiency HIV,234532001,0,0,1,1,1,0,1,New code introduced July 2021,D84.9
UEC04DIA4175991000,41,75,99,Medical specialties,Allergy,Other allergic reaction,Other allergic reaction,allergic reaction allergy urticaria anaphylaxis,609328004,0,0,1,1,1,0,1,,T78.4
UEC04DIA4191111000,41,91,11,Medical specialties,Haematology : acute,Anaemia (acute),Anaemia (acute),anaemia pale acute unknown,271737000,0,0,1,1,0,1,1,,D64.9
UEC04DIA4191131000,41,91,13,Medical specialties,Haematology : acute,Anaemia : iron deficiency,Anaemia : iron deficiency,anaemia iron deficiency pale,87522002,0,0,1,1,0,1,1,,D50.9
UEC04DIA4191211000,41,91,21,Medical specialties,Haematology : acute,Neutropenic sepsis,Neutropenic sepsis,neutropenic sepsis chemotherapy septic shock,443980004,1,0,1,1,0,0,1,,T80.2
UEC04DIA4191221000,41,91,22,Medical specialties,Haematology : acute,Neutropenia,Neutropenia,neutropenia WCC white chemo sepsis septic,165517008,0,0,1,1,0,0,0,,D70
UEC04DIA4191291000,41,91,29,Medical specialties,Haematology : acute,Spontaneous bleeding,Spontaneous bleeding,teeth gums bleeding spontaneous atraumatic,405538007,0,0,1,1,0,0,1,New code introduced July 2021,R58
UEC04DIA4191521000,41,91,52,Medical specialties,Haematology : acute,Sickle cell crisis,Sickle cell crisis,sickle cell disease sickling sickle cell crisis,417425009,0,0,1,1,0,0,1,,D57.0
UEC04DIA4195111000,41,95,11,Medical specialties,Haematology : chronic,Anaemia,Chronic anaemia,anaemia pale chronic,191268006,0,0,1,1,0,1,1,New code introduced July 2021,D64.9
UEC04DIA4195151000,41,95,15,Medical specialties,Haematology : chronic,Idiopathic thrombocytopenic purpura,Idiopathic thrombocytopenic purpura,idiopathic thrombocytopenic purpura itp immune thrombocytopenia,2897005,0,0,1,1,0,0,0,Code introduced as replacement for inactivated code by SNOMED.,D69.3
UEC04DIA4195191000,41,95,19,Medical specialties,Haematology : chronic,Thrombocytopenia,Thrombocytopenia,thrombocytopenia platelet disorder low platelets,302215000,0,0,1,1,0,0,0,,D69.6
UEC04DIA4195311000,41,95,31,Medical specialties,Haematology : chronic,Haemophilia,Haemophilia,haemophilia hemophilia,90935002,0,0,1,1,0,0,1,,D66
UEC04DIA4195351000,41,95,35,Medical specialties,Haematology : chronic,Bleeding / bruising tendency / coagulation defect,Bleeding / bruising tendency / coagulation defect,coagulation abnormality bleeding tendency,64779008,0,0,1,1,0,0,1,,D68.9
UEC04DIA4195411000,41,95,41,Medical specialties,Haematology : chronic,Thrombophilia,Thrombophilia,coagulation abnormality bleeding tendency,234467004,0,0,1,1,0,0,0,New code introduced July 2021,D68.9
UEC04DIA4195511000,41,95,51,Medical specialties,Haematology : chronic,Sickle cell anaemia,Sickle cell anaemia,sickle cell disease sickling sickle cell crisis,127040003,0,0,1,1,0,0,1,,D57.1
UEC04DIA4195611000,41,95,61,Medical specialties,Haematology : chronic,Thalassaemia trait,Thalassaemia trait,thalassaemia anaemia,19442009,0,0,1,1,0,0,0,New code introduced July 2021,D56.3
UEC04DIA4195651000,41,95,65,Medical specialties,Haematology : chronic,Thalassaemia,Thalassaemia,thalassaemia anaemia,40108008,0,0,1,1,0,0,0,,D56.9
UEC04DIA4195811000,41,95,81,Medical specialties,Haematology : chronic,Bone marrow transplant related,Bone marrow transplant related,bone marrow transplant graft host rejection,428103008,0,0,1,1,0,0,1,New code introduced July 2021,T86.0
UEC04DIA4195891000,41,95,89,Medical specialties,Haematology : chronic,Porphyria,Porphyria,porphyria acute intermittent,418470004,0,0,1,1,0,0,0,New code introduced July 2021,E80.2
UEC04DIA4195991000,41,95,99,Medical specialties,Haematology : chronic,Other haematological disease,Other haematological disease,haematological blood dyscrasia haem heme myelodysplasia leukaemia lymphoma,414022008,0,0,1,1,0,0,1,,D75.9
UEC04DIA4611111000,46,11,11,Cancer,Gastrointestinal,Mouth,Neoplasm of mouth,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases mouth,126797001,0,0,1,1,0,0,1,New code introduced July 2021,D37.0
UEC04DIA4611131000,46,11,13,Cancer,Gastrointestinal,Oropharynx,Neoplasm of oropharynx,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases oropharynx,126809003,0,0,1,1,0,0,1,New code introduced July 2021,D37.0
UEC04DIA4611151000,46,11,15,Cancer,Gastrointestinal,Oesophagus,Neoplasm of oesophagus,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases oesphagus,126817006,0,0,1,1,0,0,1,New code introduced July 2021,D37.1
UEC04DIA4611211000,46,11,21,Cancer,Gastrointestinal,Stomach,Neoplasm of stomach,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases stomach,126824007,0,0,1,1,0,0,1,New code introduced July 2021,D37.1
UEC04DIA4611311000,46,11,31,Cancer,Gastrointestinal,Liver,Neoplasm of liver,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases liver,126851005,0,0,1,1,0,0,1,New code introduced July 2021,D37.6
UEC04DIA4611331000,46,11,33,Cancer,Gastrointestinal,Biliary tract,Neoplasm of biliary tract,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases biliary tract,126853008,0,0,1,1,0,0,1,New code introduced July 2021,D37.6
UEC04DIA4611351000,46,11,35,Cancer,Gastrointestinal,Pancreas,Neoplasm of pancreas,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases pancreas,126859007,0,0,1,1,0,0,1,New code introduced July 2021,D37.7
UEC04DIA4611411000,46,11,41,Cancer,Gastrointestinal,Small intestine,Neoplasm of small intestine,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases small intestine,126832004,0,0,1,1,0,0,1,New code introduced July 2021,D37.7
UEC04DIA4611511000,46,11,51,Cancer,Gastrointestinal,Large intestine,Neoplasm of large intestine,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases large intestine,126837005,0,0,1,1,0,0,1,New code introduced July 2021,D37.4
UEC04DIA4611611000,46,11,61,Cancer,Gastrointestinal,Rectum,Neoplasm of rectum,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases rectum,126847008,0,0,1,1,0,0,1,New code introduced July 2021,D37.5
UEC04DIA4611651000,46,11,65,Cancer,Gastrointestinal,Anus,Neoplasm of anus,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases anus,126849006,0,0,1,1,0,0,1,New code introduced July 2021,D37.7
UEC04DIA4611711000,46,11,71,Cancer,Gastrointestinal,Peritoneum and retroperitoneum,Neoplasm of peritoneum and retroperitoneum,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases peritoneum and retroperitoneum,126611005,0,0,1,1,0,0,1,New code introduced July 2021,D48.3
UEC04DIA4621131000,46,21,13,Cancer,Respiratory,Sinus,Neoplasm of sinus,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases sinus,126675008,0,0,1,1,0,0,1,New code introduced July 2021,D37.0
UEC04DIA4621151000,46,21,15,Cancer,Respiratory,Nasopharynx,Neoplasm of nasopharynx,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases nasopharynx,126680004,0,0,1,1,0,0,1,New code introduced July 2021,D37.0
UEC04DIA4621211000,46,21,21,Cancer,Respiratory,Larynx,Neoplasm of larynx,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases larynx,126692004,0,0,1,1,0,0,1,New code introduced July 2021,D38.0
UEC04DIA4621311000,46,21,31,Cancer,Respiratory,Trachea,Neoplasm of trachea,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases trachea,126703006,0,0,1,1,0,0,1,New code introduced July 2021,D38.1
UEC04DIA4621411000,46,21,41,Cancer,Respiratory,Bronchus,Neoplasm of bronchus,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases bronchus,126705004,0,0,1,1,0,0,1,New code introduced July 2021,D38.1
UEC04DIA4621611000,46,21,61,Cancer,Respiratory,Lung (not bronchus),Neoplasm of lung (not bronchus),cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases lung (not bronchus),126713003,0,0,1,1,0,0,1,New code introduced July 2021,D38.1
UEC04DIA4621711000,46,21,71,Cancer,Respiratory,Mesothelioma,Mesothelioma,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases mesothelioma,109378008,0,0,1,1,0,0,1,New code introduced July 2021,C45.9
UEC04DIA4621751000,46,21,75,Cancer,Respiratory,Pleura,Neoplasm of pleura,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases pleura,126719004,0,0,1,1,0,0,1,New code introduced July 2021,D38.2
UEC04DIA4621811000,46,21,81,Cancer,Respiratory,Mediastinum,Neoplasm of mediastinum,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases mediastinum,126609001,0,0,1,1,0,0,1,New code introduced July 2021,D38.3
UEC04DIA4625111000,46,25,11,Cancer,Cardiovascular,Heart and/ or pericardium,Neoplasm of heart and/ or pericardium,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases heart and/ or pericardium,387840005,0,0,1,1,0,0,1,New code introduced July 2021,D48.7
UEC04DIA4625211000,46,25,21,Cancer,Cardiovascular,Haemangioma,Haemangioma,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases haemangioma,56975005,0,0,1,1,0,0,1,,D18.0
UEC04DIA4625511000,46,25,51,Cancer,Cardiovascular,Blood vessel,Neoplasm of blood vessel,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases blood vessel,126736007,0,0,1,1,0,0,1,New code introduced July 2021,D48.9
UEC04DIA4631111000,46,31,11,Cancer,Urinary,Kidney,Neoplasm of kidney,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases kidney,126880001,0,0,1,1,0,0,1,New code introduced July 2021,D41.0
UEC04DIA4631211000,46,31,21,Cancer,Urinary,Ureter,Neoplasm of ureter,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases ureter,126882009,0,0,1,1,0,0,1,New code introduced July 2021,D41.2
UEC04DIA4631311000,46,31,31,Cancer,Urinary,Bladder,Neoplasm of bladder,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases bladder,126885006,0,0,1,1,0,0,1,New code introduced July 2021,D41.4
UEC04DIA4631411000,46,31,41,Cancer,Urinary,Urethra,Neoplasm of urethra,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases urethra,126883004,0,0,1,1,0,0,1,New code introduced July 2021,D41.3
UEC04DIA4633111000,46,33,11,Cancer,Female reproductive,Ovary,Neoplasm of ovary,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases ovary,123843001,0,0,0,1,0,0,1,New code introduced July 2021,D39.1
UEC04DIA4633211000,46,33,21,Cancer,Female reproductive,Fallopian tube,Neoplasm of fallopian tube,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases fallopian tube,126916003,0,0,0,1,0,0,1,New code introduced July 2021,D39.7
UEC04DIA4633311000,46,33,31,Cancer,Female reproductive,Uterus,Neoplasm of uterus,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases uterus,126908007,0,0,0,1,0,0,1,New code introduced July 2021,D39.0
UEC04DIA4633411000,46,33,41,Cancer,Female reproductive,Uterine cervix,Neoplasm of uterine cervix,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases uterine cervix,123841004,0,0,0,1,0,0,1,New code introduced July 2021,D39.0
UEC04DIA4633511000,46,33,51,Cancer,Female reproductive,Vagina,Neoplasm of vagina,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases vagina,126921000,0,0,0,1,0,0,1,New code introduced July 2021,D39.9
UEC04DIA4633611000,46,33,61,Cancer,Female reproductive,Vulva,Neoplasm of vulva,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases vulva,126922007,0,0,0,1,0,0,1,New code introduced July 2021,D39.7
UEC04DIA4636111000,46,36,11,Cancer,Breast,Breast,Neoplasm of breast,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases breast,126926005,0,0,1,1,0,0,1,New code introduced July 2021,D48.6
UEC04DIA4637111000,46,37,11,Cancer,Male reproductive,Testis,Neoplasm of testis,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases testis,126900000,0,0,1,0,0,0,1,New code introduced July 2021,D40.1
UEC04DIA4637411000,46,37,41,Cancer,Male reproductive,Prostate,Neoplasm of prostate,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases prostate,126906006,0,0,1,0,0,0,1,New code introduced July 2021,D40.0
UEC04DIA4637511000,46,37,51,Cancer,Male reproductive,Penis,Neoplasm of penis,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases penis,126896003,0,0,1,0,0,0,1,New code introduced July 2021,D40.7
UEC04DIA4637611000,46,37,61,Cancer,Male reproductive,Scrotum,Neoplasm of scrotum,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases scrotum,126905005,0,0,1,0,0,0,1,New code introduced July 2021,D40.7
UEC04DIA4641111000,46,41,11,Cancer,Endocrine,Thyroid,Neoplasm of thyroid,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases thyroid,127018007,0,0,1,1,0,0,1,New code introduced July 2021,D44.0
UEC04DIA4641311000,46,41,31,Cancer,Endocrine,Adrenal gland,Neoplasm of adrenal gland,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases adrenal,127021009,0,0,1,1,0,0,1,New code introduced July 2021,D44.1
UEC04DIA4641611000,46,41,61,Cancer,Endocrine,Pituitary gland,Neoplasm of pituitary gland,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases pituitary gland,127024001,0,0,1,1,0,0,1,New code introduced July 2021,D44.3
UEC04DIA4651111000,46,51,11,Cancer,Haematological / lymphatic,Myeloid leukaemia,Myeloid leukaemia,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases myeloid leukaemia,188732008,0,0,1,1,0,0,1,,C92.9
UEC04DIA4651211000,46,51,21,Cancer,Haematological / lymphatic,Lymphoid leukaemia,Lymphoid leukaemia,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases lymphoid leukaemia,188725004,0,0,1,1,0,0,1,,C91.9
UEC04DIA4651331000,46,51,33,Cancer,Haematological / lymphatic,Hodgkin's lymphoma,Hodgkin's lymphoma,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases hodgkin's lymphoma,118599009,0,0,1,1,0,0,1,,C81.9
UEC04DIA4651351000,46,51,35,Cancer,Haematological / lymphatic,Non-Hodgkin's lymphoma,Non-Hodgkin's lymphoma,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases non-hodgkin hodgkins hodgkin's lymphoma,118601006,0,0,1,1,0,0,1,,C85.9
UEC04DIA4651611000,46,51,61,Cancer,Haematological / lymphatic,Multiple myeloma,Multiple myeloma,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases multiple myeloma,109989006,0,0,1,1,0,0,1,,C90.0
UEC04DIA4651731000,46,51,73,Cancer,Haematological / lymphatic,Tonsils / adenoids,Neoplasm of tonsils / adenoids,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases tonsils / adenoids,127226007,0,0,1,1,0,0,1,New code introduced July 2021,D37.0
UEC04DIA4651811000,46,51,81,Cancer,Haematological / lymphatic,Thymus,Neoplasm of thymus,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases thymus,127231009,0,0,1,1,0,0,1,New code introduced July 2021,D38.4
UEC04DIA4651831000,46,51,83,Cancer,Haematological / lymphatic,Spleen,Neoplasm of spleen,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases spleen,127230005,0,0,1,1,0,0,1,New code introduced July 2021,D37.7
UEC04DIA4651851000,46,51,85,Cancer,Haematological / lymphatic,Lymph node,Neoplasm of lymph node,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases lymph node,127232002,0,0,1,1,0,0,1,New code introduced July 2021,D48.1
UEC04DIA4651911000,46,51,91,Cancer,Haematological / lymphatic,Lymphangioma,Lymphangioma,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases lymphangioma,400178008,0,0,1,1,0,0,1,New code introduced July 2021,D18.1
UEC04DIA4655111000,46,55,11,Cancer,Skin,Basal cell carcinoma,Basal cell carcinoma of skin,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases basal cell carcinoma,254701007,0,0,1,1,0,0,1,New code introduced July 2021,C44.9
UEC04DIA4655211000,46,55,21,Cancer,Skin,Squamous cell carcinoma,Squamous cell carcinoma of skin,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases squamous cell carcinoma,254651007,0,0,1,1,0,0,1,New code introduced July 2021,C44.9
UEC04DIA4655311000,46,55,31,Cancer,Skin,Melanoma,Melanoma,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases melanoma,93655004,0,0,1,1,0,0,1,New code introduced July 2021,C43.9
UEC04DIA4655611000,46,55,61,Cancer,Skin,Kaposi sarcoma,Kaposi sarcoma,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases kaposi sarcoma,109385007,0,0,1,1,0,0,1,New code introduced July 2021,C46.9
UEC04DIA4655651000,46,55,65,Cancer,Skin,Merkel cell carcinoma,Merkel cell carcinoma,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases merkel cell carcinoma,253001006,0,0,1,1,0,0,1,New code introduced July 2021,C44.9
UEC04DIA4655711000,46,55,71,Cancer,Skin,Skin lymphoma,Lymphoma of skin,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases skin lymphoma T cell mycosis fungoides,448447004,0,0,1,1,0,0,1,New code introduced July 2021,C88.4
UEC04DIA4655811000,46,55,81,Cancer,Skin,Actinic keratosis,Actinic keratosis,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases actinic keratosis,201101007,0,0,1,1,0,0,1,New code introduced July 2021,L57.0
UEC04DIA4661111000,46,61,11,Cancer,Head / neck,Ear,Neoplasm of ear,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases ear,363228008,0,0,1,1,0,0,1,New code introduced July 2021,D48.5
UEC04DIA4661211000,46,61,21,Cancer,Head / neck,Nose,Neoplasm of nose,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases nose,126669004,0,0,1,1,0,0,1,New code introduced July 2021,D48.7
UEC04DIA4661311000,46,61,31,Cancer,Head / neck,Face,Neoplasm of face,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases face,126632002,0,0,1,1,0,0,1,New code introduced July 2021,D48.7
UEC04DIA4665111000,46,65,11,Cancer,Neurological,Brain,Neoplasm of brain,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases brain,126952004,0,0,1,1,0,0,1,New code introduced July 2021,D43
UEC04DIA4665211000,46,65,21,Cancer,Neurological,Cerebellum,Neoplasm of cerebellum,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases cerebellum,126960003,0,0,1,1,0,0,1,New code introduced July 2021,D43.1
UEC04DIA4665311000,46,65,31,Cancer,Neurological,Spinal cord,Neoplasm of spinal cord,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases spinal cord,126962006,0,0,1,1,0,0,1,New code introduced July 2021,D43.4
UEC04DIA4665351000,46,65,35,Cancer,Neurological,Meninges,Neoplasm of meninges,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases meninges,126965008,0,0,1,1,0,0,1,New code introduced July 2021,D42.9
UEC04DIA4665411000,46,65,41,Cancer,Neurological,Cranial nerve,Neoplasm of cranial nerve,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases cranial nerve,126966009,0,0,1,1,0,0,1,New code introduced July 2021,D48.9
UEC04DIA4665511000,46,65,51,Cancer,Neurological,Peripheral nerve,Neoplasm of peripheral nerve,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases peripheral nerve,126980002,0,0,1,1,0,0,1,New code introduced July 2021,D48.2
UEC04DIA4665551000,46,65,55,Cancer,Neurological,Autonomic nerve,Neoplasm of autonomic nerve,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases autonomic nerve,126979000,0,0,1,1,0,0,1,New code introduced July 2021,D48.2
UEC04DIA4671111000,46,71,11,Cancer,Musculoskeletal,Bone,Neoplasm of bone,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases bone,126537000,0,0,1,1,0,0,1,New code introduced July 2021,D48.0
UEC04DIA4671211000,46,71,21,Cancer,Musculoskeletal,Muscle,Neoplasm of muscle,cancer neoplasia neoplasm sarcoma tumour tumor benign malignant metastasis metastases muscle,126616000,0,0,1,1,0,0,1,New code introduced July 2021,D48.1
